,1,2,3,4
0,0.05857276916503906,0.04840898513793945,0.05211210250854492,0.05187559127807617
1,0.052420616149902344,0.04676008224487305,0.054723501205444336,0.047063350677490234
2,0.04454398155212402,0.047071218490600586,0.04880857467651367,0.04741954803466797
3,0.044417381286621094,0.04778027534484863,0.04767346382141113,0.0506289005279541
4,0.04459834098815918,0.049259185791015625,0.04845595359802246,0.04960799217224121
5,0.0461726188659668,0.04425811767578125,0.047507286071777344,0.04795551300048828
6,0.04570913314819336,0.04621267318725586,0.04727745056152344,0.04691767692565918
7,0.04494118690490723,0.04515671730041504,0.0472569465637207,0.047855377197265625
8,0.04562973976135254,0.04671168327331543,0.046278953552246094,0.04811406135559082
9,0.04499697685241699,0.04672074317932129,0.04858851432800293,0.04960989952087402
10,0.04758453369140625,0.044915199279785156,0.04575014114379883,0.04824495315551758
11,0.04523754119873047,0.045767784118652344,0.04645681381225586,0.050121307373046875
12,0.04501032829284668,0.043924570083618164,0.04541587829589844,0.049427032470703125
13,0.04629683494567871,0.04371213912963867,0.048686981201171875,0.0478823184967041
14,0.04527926445007324,0.04414105415344238,0.04766535758972168,0.04574728012084961
15,0.045317888259887695,0.04656815528869629,0.0498812198638916,0.04931187629699707
16,0.044740915298461914,0.04689168930053711,0.05006003379821777,0.04847431182861328
17,0.044449806213378906,0.047188758850097656,0.049489498138427734,0.046225786209106445
18,0.044713497161865234,0.04786324501037598,0.05138731002807617,0.04933333396911621
19,0.045989036560058594,0.04736638069152832,0.049355506896972656,0.05020308494567871
