,1,2,3,4
0,1.6220319271087646,1.639531135559082,1.6335036754608154,1.572892665863037
1,1.4191679954528809,1.477071762084961,1.5254738330841064,1.5076758861541748
2,1.643286943435669,1.564849615097046,1.6248621940612793,1.7129650115966797
3,1.6302766799926758,1.47908616065979,1.5432415008544922,1.3081350326538086
4,1.5732440948486328,1.5112204551696777,1.600102424621582,1.4033594131469727
5,1.6641547679901123,1.6341986656188965,1.5504941940307617,1.6892905235290527
6,1.4448192119598389,1.4951057434082031,1.649524450302124,1.7633237838745117
7,1.6545217037200928,1.561070442199707,1.5876305103302002,1.676347255706787
8,1.0942940711975098,1.556016206741333,1.156358003616333,1.7113423347473145
9,1.3204941749572754,1.658388614654541,1.63283109664917,1.6402103900909424
10,1.6321091651916504,1.451442003250122,1.500326156616211,1.585397481918335
11,1.2143161296844482,1.634753704071045,1.6537773609161377,1.7317571640014648
12,1.572171926498413,1.6883695125579834,1.6150448322296143,1.698744535446167
13,1.2781612873077393,1.6615095138549805,1.6064190864562988,1.7180910110473633
14,1.3717658519744873,1.4744431972503662,1.402907133102417,1.657571792602539
15,1.693221092224121,1.5675933361053467,1.608626365661621,1.716522455215454
16,1.6360161304473877,1.4949121475219727,1.5142462253570557,1.4648315906524658
17,1.317373514175415,1.5906589031219482,1.5302362442016602,1.7237789630889893
18,1.6423187255859375,1.6333351135253906,1.4116272926330566,1.443389892578125
19,1.6683197021484375,1.6556344032287598,1.640714406967163,1.6455302238464355
