,1,2,3,4
0,0.08754897117614746,0.09052157402038574,0.09552621841430664,0.09403491020202637
1,0.09356975555419922,0.09025216102600098,0.09321832656860352,0.09603595733642578
2,0.08733105659484863,0.09410285949707031,0.09007143974304199,0.10399675369262695
3,0.09204530715942383,0.09597134590148926,0.09281253814697266,0.09971976280212402
4,0.09245610237121582,0.09123539924621582,0.08875727653503418,0.08832979202270508
5,0.09057021141052246,0.09281682968139648,0.0964040756225586,0.08598923683166504
6,0.08811616897583008,0.09089446067810059,0.08827543258666992,0.08405137062072754
7,0.09093379974365234,0.09230566024780273,0.09235382080078125,0.0797128677368164
8,0.0910947322845459,0.08990216255187988,0.09244441986083984,0.10030484199523926
9,0.09134173393249512,0.09089398384094238,0.09391045570373535,0.09397006034851074
10,0.09523248672485352,0.09123587608337402,0.09386801719665527,0.08766388893127441
11,0.08948755264282227,0.0931401252746582,0.09466028213500977,0.0930638313293457
12,0.08774399757385254,0.09289050102233887,0.09692215919494629,0.09020042419433594
13,0.0864717960357666,0.09253287315368652,0.09832286834716797,0.0921485424041748
14,0.08672761917114258,0.09374594688415527,0.09454655647277832,0.09510588645935059
15,0.08782839775085449,0.09645247459411621,0.09410977363586426,0.0952601432800293
16,0.09227705001831055,0.09558582305908203,0.09854245185852051,0.09365677833557129
17,0.09196639060974121,0.1017763614654541,0.09708404541015625,0.09620332717895508
18,0.09021639823913574,0.09464907646179199,0.09003996849060059,0.09402298927307129
19,0.09295916557312012,0.0955510139465332,0.0952000617980957,0.08780312538146973
